行政區,路名,段號及其他註明,經度,緯度,導航頁面
士林區,基河路,250號新光會館前,121.521076,25.0916854,"https://www.google.com.tw/maps/dir//25.0916854,121.521076"
士林區,基河路,128號前,121.523245,25.088582,"https://www.google.com.tw/maps/dir//25.088582,121.523245"
士林區,基河路,25號對面,121.5244,25.08694,"https://www.google.com.tw/maps/dir//25.08694,121.5244"
士林區,基河路,3號對面,121.524734,25.0863015,"https://www.google.com.tw/maps/dir//25.0863015,121.524734"
士林區,基河路,郵局門口對面,121.51981,25.09369,"https://www.google.com.tw/maps/dir//25.09369,121.51981"
士林區,基河路,郵局門口,121.51972,25.09364,"https://www.google.com.tw/maps/dir//25.09364,121.51972"
士林區,基河路,劍潭捷運站1號十字路口 電桿編號:R1829,121.52524,25.0859,"https://www.google.com.tw/maps/dir//25.0859,121.52524"
士林區,基河路,劍潭捷運站1號十字路口 電桿編號:R1828,121.525363,25.08618,"https://www.google.com.tw/maps/dir//25.08618,121.525363"
士林區,文林路,235號對面,121.526786,25.0907239,"https://www.google.com.tw/maps/dir//25.0907239,121.526786"
士林區,文林路,251號對面,121.526815,25.090956,"https://www.google.com.tw/maps/dir//25.090956,121.526815"
士林區,基河路,士林120號綠地旁(一),121.520452,25.0930239,"https://www.google.com.tw/maps/dir//25.0930239,121.520452"
士林區,基河路,士林120號綠地旁(二),121.520808,25.0927741,"https://www.google.com.tw/maps/dir//25.0927741,121.520808"
士林區,中正路,349巷口,121.522314,25.094329,"https://www.google.com.tw/maps/dir//25.094329,121.522314"
士林區,中正路,公車站牌(士林國中),121.52279,25.09451,"https://www.google.com.tw/maps/dir//25.09451,121.52279"
士林區,中正路,333號前,121.523073,25.094566,"https://www.google.com.tw/maps/dir//25.094566,121.523073"
士林區,中正路,255號前,121.525046,25.0951326,"https://www.google.com.tw/maps/dir//25.0951326,121.525046"
士林區,文林路,公車站牌(士林國小),121.52483,25.09407,"https://www.google.com.tw/maps/dir//25.09407,121.52483"
士林區,文林路,420號對面,121.52477,25.09427,"https://www.google.com.tw/maps/dir//25.09427,121.52477"
士林區,基河路,363號前(天文館前),121.518107,25.095602,"https://www.google.com.tw/maps/dir//25.095602,121.518107"
士林區,中正路,408號前,121.52038,25.093843,"https://www.google.com.tw/maps/dir//25.093843,121.52038"
士林區,基河路,與中正路435巷口對面,121.52063,25.09247,"https://www.google.com.tw/maps/dir//25.09247,121.52063"
士林區,基河路,31號對面,121.524304,25.0870315,"https://www.google.com.tw/maps/dir//25.0870315,121.524304"
士林區,基河路,9號對面,121.52456,25.08664,"https://www.google.com.tw/maps/dir//25.08664,121.52456"
士林區,基河路,128號康是美前面,121.52334,25.08884,"https://www.google.com.tw/maps/dir//25.08884,121.52334"
士林區,劍潭捷運站,1號出口,121.525077,25.084873,"https://www.google.com.tw/maps/dir//25.084873,121.525077"
士林區,基河路,396巷2號對面,121.51767,25.09555,"https://www.google.com.tw/maps/dir//25.09555,121.51767"
士林區,文林路,404巷對面,121.524769,25.093618,"https://www.google.com.tw/maps/dir//25.093618,121.524769"
士林區,基河路,368號前,121.51851,25.09493,"https://www.google.com.tw/maps/dir//25.09493,121.51851"
士林區,基河路,劍潭捷運站1號十字路口 電桿編號:R1801,121.52521,25.08588,"https://www.google.com.tw/maps/dir//25.08588,121.52521"
士林區,中正路,435號對面,121.52024,25.09363,"https://www.google.com.tw/maps/dir//25.09363,121.52024"
士林區,基河路,公車站牌(市立天文教育館),121.52346,25.08872,"https://www.google.com.tw/maps/dir//25.08872,121.52346"
士林區,基河路,28號捷運劍潭站2號出口(右側),121.524656,25.08355,"https://www.google.com.tw/maps/dir//25.08355,121.524656"
士林區,承德路五段,55號兒童新樂園公車站,121.524634,25.083449,"https://www.google.com.tw/maps/dir//25.083449,121.524634"
士林區,士商路,189號科教館(左側),121.514705,25.096294,"https://www.google.com.tw/maps/dir//25.096294,121.514705"
士林區,士商路,189號科教館(右側),121.516028,25.095847,"https://www.google.com.tw/maps/dir//25.095847,121.516028"
士林區,士商路70號,對面公車站(右側),121.516028,25.095848,"https://www.google.com.tw/maps/dir//25.095848,121.516028"
士林區,士商路,1號士林運動中心電線桿旁,121.519927,25.090955,"https://www.google.com.tw/maps/dir//25.090955,121.519927"
士林區,承德路,四段191號,121.522108,25.0881584,"https://www.google.com.tw/maps/dir//25.0881584,121.522108"
士林區,承德路,四段237號,121.521905,25.088611,"https://www.google.com.tw/maps/dir//25.088611,121.521905"
士林區,士商路,1號士林運動中心大門前,121.51434,25.0946705,"https://www.google.com.tw/maps/dir//25.0946705,121.51434"
士林區,士商路,1號士林運動中心告示牌旁,121.514382,25.094356,"https://www.google.com.tw/maps/dir//25.094356,121.514382"
士林區,承德路,四段177號(百齡高中左側),121.522925,25.086799,"https://www.google.com.tw/maps/dir//25.086799,121.522925"
士林區,中山北路,四段67號(公車站旁)(一),121.524371,25.080584,"https://www.google.com.tw/maps/dir//25.080584,121.524371"
士林區,中山北路,四段67號(公車站旁靠福正宮),121.524371,25.080585,"https://www.google.com.tw/maps/dir//25.080585,121.524371"
士林區,承德路五段,55號兒童新樂園公車站(左側),121.51461,25.09626,"https://www.google.com.tw/maps/dir//25.09626,121.51461"
士林區,中山北路,67號(左側),121.524384,25.080436,"https://www.google.com.tw/maps/dir//25.080436,121.524384"
士林區,中山北路,67號(右側),121.524385,25.080388,"https://www.google.com.tw/maps/dir//25.080388,121.524385"
士林區,承德路,四段175號,121.523371,25.085801,"https://www.google.com.tw/maps/dir//25.085801,121.523371"
士林區,基河路,18號對面(左側),121.524641,25.083431,"https://www.google.com.tw/maps/dir//25.083431,121.524641"
士林區,基河路,18號對面(右側),121.524652,25.083487,"https://www.google.com.tw/maps/dir//25.083487,121.524652"
士林區,承德路,四段172號(對面),121.523158,25.0863735,"https://www.google.com.tw/maps/dir//25.0863735,121.523158"
士林區,承德路,五段55號兒童新樂園公車站(右側),121.51461,25.09627,"https://www.google.com.tw/maps/dir//25.09627,121.51461"
士林區,士商路,189號,121.516139,25.09583,"https://www.google.com.tw/maps/dir//25.09583,121.516139"
士林區,承德路,五段80號監理站公車站(左側),121.514052,25.095196,"https://www.google.com.tw/maps/dir//25.095196,121.514052"
士林區,承德路,五段80號監理站公車站(右側),121.514026,25.095253,"https://www.google.com.tw/maps/dir//25.095253,121.514026"
士林區,士商路,70號對面公車站(左側),121.519903,25.090983,"https://www.google.com.tw/maps/dir//25.090983,121.519903"
士林區,基河路,28號捷運劍潭站2號出口(左側),121.524658,25.0835886,"https://www.google.com.tw/maps/dir//25.0835886,121.524658"
士林區,福國路,95之15號,121.521861,25.1017007,"https://www.google.com.tw/maps/dir//25.1017007,121.521861"
士林區,福國路,95之20號,121.521866,25.1017009,"https://www.google.com.tw/maps/dir//25.1017009,121.521866"
士林區,仰德大道,一段91巷口,121.51464,25.09628,"https://www.google.com.tw/maps/dir//25.09628,121.51464"
士林區,文林路,724號對面,121.520426,25.102434,"https://www.google.com.tw/maps/dir//25.102434,121.520426"
士林區,文林路,720號對面,121.520566,25.1022271,"https://www.google.com.tw/maps/dir//25.1022271,121.520566"
士林區,仰德大道,一段24巷號對面公車站牌,121.537492,25.102211,"https://www.google.com.tw/maps/dir//25.102211,121.537492"
士林區,忠誠路,一段176號蘭雅新城公車站牌旁,121.529901,25.107216,"https://www.google.com.tw/maps/dir//25.107216,121.529901"
士林區,忠誠路,一段126號旁,121.529003,25.105851,"https://www.google.com.tw/maps/dir//25.105851,121.529003"
士林區,至誠路,一段62巷對面,121.536218,25.101491,"https://www.google.com.tw/maps/dir//25.101491,121.536218"
士林區,至誠路,一段30號對面,121.536453,25.101421,"https://www.google.com.tw/maps/dir//25.101421,121.536453"
士林區,至誠路,二段30號,121.529456,25.102079,"https://www.google.com.tw/maps/dir//25.102079,121.529456"
士林區,中山北路六段,18號旁忠誠公園,121.526125,25.10405,"https://www.google.com.tw/maps/dir//25.10405,121.526125"
士林區,忠誠路一段,20號對面忠誠公園公車站牌,121.526123,25.10402,"https://www.google.com.tw/maps/dir//25.10402,121.526123"
士林區,福國路,103號法官學院,121.519174,25.100134,"https://www.google.com.tw/maps/dir//25.100134,121.519174"
士林區,中山北路六段,1號對面公園,121.525617,25.102598,"https://www.google.com.tw/maps/dir//25.102598,121.525617"
士林區,文昌路,211之2號抽水站對面人行道,121.520315,25.099756,"https://www.google.com.tw/maps/dir//25.099756,121.520315"
士林區,仰德大道,一段91巷口芝蘭新村站牌,121.51461,25.09628,"https://www.google.com.tw/maps/dir//25.09628,121.51461"
士林區,仰德大道,一段28號對面,121.537495,25.102215,"https://www.google.com.tw/maps/dir//25.102215,121.537495"
士林區,忠義街,1號雨農國小後門對面公車站牌,121.530261,25.104619,"https://www.google.com.tw/maps/dir//25.104619,121.530261"
士林區,文昌路,211之3號文昌橋下,121.520312,25.099756,"https://www.google.com.tw/maps/dir//25.099756,121.520312"
士林區,文昌路,211之3號,121.520583,25.10029,"https://www.google.com.tw/maps/dir//25.10029,121.520583"
士林區,文林路,615巷20號文昌國小前,121.520861,25.099549,"https://www.google.com.tw/maps/dir//25.099549,121.520861"
士林區,平菁街,86號旁平等駐在所流動廁所旁,121.576452,25.13134,"https://www.google.com.tw/maps/dir//25.13134,121.576452"
士林區,平菁街,88號對面(左前方),121.576618,25.131219,"https://www.google.com.tw/maps/dir//25.131219,121.576618"
士林區,愛富一街,旁公車站牌旁(一)文化大學公車站,121.546522,25.13802,"https://www.google.com.tw/maps/dir//25.13802,121.546522"
士林區,愛富一街,旁公車站牌旁(二)文化大學公車站,121.546615,25.138377,"https://www.google.com.tw/maps/dir//25.138377,121.546615"
士林區,和平路,10號旁(一)文化大學公車站,121.546582,25.138675,"https://www.google.com.tw/maps/dir//25.138675,121.546582"
士林區,和平路,10號旁(二)文化大學公車站,121.546485,25.138401,"https://www.google.com.tw/maps/dir//25.138401,121.546485"
士林區,平菁街,106巷18號對面(涼亭旁),121.574896,25.130235,"https://www.google.com.tw/maps/dir//25.130235,121.574896"
士林區,平菁街,106巷口21弄口小19福德祠公車站旁,121.574594,25.128862,"https://www.google.com.tw/maps/dir//25.128862,121.574594"
士林區,平菁街,小19大平尾一公車站旁,121.573598,25.122243,"https://www.google.com.tw/maps/dir//25.122243,121.573598"
士林區,凱旋路,觀景台(一),121.539387,25.133984,"https://www.google.com.tw/maps/dir//25.133984,121.539387"
士林區,凱旋路,觀景台(二),121.539613,25.133994,"https://www.google.com.tw/maps/dir//25.133994,121.539613"
士林區,仰德大道,四段格致中學公車站旁,121.546946,25.130802,"https://www.google.com.tw/maps/dir//25.130802,121.546946"
北投區,文承路,文林國小圍牆旁,121.515601,25.10512,"https://www.google.com.tw/maps/dir//25.10512,121.515601"
北投區,文林北路,文林國小圍牆旁,121.51562,25.10534,"https://www.google.com.tw/maps/dir//25.10534,121.51562"
北投區,文承路,中正高中圍牆旁,121.515619,25.10508,"https://www.google.com.tw/maps/dir//25.10508,121.515619"
北投區,文林北路,中正高中圍牆旁,121.516033,25.10501,"https://www.google.com.tw/maps/dir//25.10501,121.516033"
北投區,西安街,一段明德國中圍牆旁,121.519405,25.10841,"https://www.google.com.tw/maps/dir//25.10841,121.519405"
北投區,承德路,7段雙號(大同公司站2),121.501492,25.11978,"https://www.google.com.tw/maps/dir//25.11978,121.501492"
北投區,承德路,7段雙號(大同公司站),121.50122,25.12002,"https://www.google.com.tw/maps/dir//25.12002,121.50122"
北投區,承德路,7段立農公園前路橋上2,121.503333,25.11806,"https://www.google.com.tw/maps/dir//25.11806,121.503333"
北投區,承德路,7段立農公園前路橋上,121.503056,25.11778,"https://www.google.com.tw/maps/dir//25.11778,121.503056"
北投區,承德路,7段212號對面(實踐街口站),121.506389,25.11472,"https://www.google.com.tw/maps/dir//25.11472,121.506389"
北投區,公館路,433號對面,121.502064,25.12039,"https://www.google.com.tw/maps/dir//25.12039,121.502064"
北投區,公館路,423巷口對面,121.50238,25.12087,"https://www.google.com.tw/maps/dir//25.12087,121.50238"
北投區,明德路,365號(振興醫院站2),121.521495,25.11744,"https://www.google.com.tw/maps/dir//25.11744,121.521495"
北投區,明德路,365號(振興醫院站),121.521947,25.1176,"https://www.google.com.tw/maps/dir//25.1176,121.521947"
北投區,石牌路,2段雙號(護理學院後門右側),121.51907,25.11862,"https://www.google.com.tw/maps/dir//25.11862,121.51907"
北投區,石牌路,2段雙號(榮總站2),121.51961,25.11862,"https://www.google.com.tw/maps/dir//25.11862,121.51961"
北投區,石牌路,2段雙號(榮總站),121.51948,25.11863,"https://www.google.com.tw/maps/dir//25.11863,121.51948"
北投區,石牌路,2段單號(榮總急診室出入口右側),121.52085,25.11891,"https://www.google.com.tw/maps/dir//25.11891,121.52085"
北投區,石牌路,2段單號(榮光新村站),121.52261,25.1198,"https://www.google.com.tw/maps/dir//25.1198,121.52261"
北投區,石牌路,2段99巷口(永明派出所前三角公園),121.51677,25.11773,"https://www.google.com.tw/maps/dir//25.11773,121.51677"
北投區,石牌路,2段322號旁(榮光新村站),121.52275,25.11979,"https://www.google.com.tw/maps/dir//25.11979,121.52275"
北投區,北投路,1段與公館路口,121.50254,25.1214,"https://www.google.com.tw/maps/dir//25.1214,121.50254"
北投區,天母西路,107號對面(振興公園站),121.52335,25.11876,"https://www.google.com.tw/maps/dir//25.11876,121.52335"
北投區,幽雅路,杏林巷口,121.515662,25.13754,"https://www.google.com.tw/maps/dir//25.13754,121.515662"
北投區,大業路,大興街口公車站牌(往台北方向),121.496815,25.1298,"https://www.google.com.tw/maps/dir//25.1298,121.496815"
北投區,中央南路二段,三合街二段口,121.500399,25.12615,"https://www.google.com.tw/maps/dir//25.12615,121.500399"
北投區,北投路,一段臨30號(對面),121.501297,25.12368,"https://www.google.com.tw/maps/dir//25.12368,121.501297"
北投區,公館路,92巷口,121.504632,25.13049,"https://www.google.com.tw/maps/dir//25.13049,121.504632"
北投區,大業路,695公車站牌右側,121.49984,25.13711,"https://www.google.com.tw/maps/dir//25.13711,121.49984"
北投區,大業路,65巷口路旁路口,121.499012,25.1235,"https://www.google.com.tw/maps/dir//25.1235,121.499012"
北投區,大業路,514號前,121.496084,25.13379,"https://www.google.com.tw/maps/dir//25.13379,121.496084"
北投區,大業路,37號旁公車站牌,121.499134,25.12288,"https://www.google.com.tw/maps/dir//25.12288,121.499134"
北投區,大業路,368號旁公車站牌,121.497415,25.12915,"https://www.google.com.tw/maps/dir//25.12915,121.497415"
北投區,公館路,352號對面公車站牌,121.504769,25.12308,"https://www.google.com.tw/maps/dir//25.12308,121.504769"
北投區,中山路,31號前(公車站牌),121.51142,25.13838,"https://www.google.com.tw/maps/dir//25.13838,121.51142"
北投區,北投路,2段豐年路口公車站牌,121.496777,25.13419,"https://www.google.com.tw/maps/dir//25.13419,121.496777"
北投區,中央北路,2段70號前,121.492611,25.1381,"https://www.google.com.tw/maps/dir//25.1381,121.492611"
北投區,北投路,2段3號公園後左側,121.497595,25.13183,"https://www.google.com.tw/maps/dir//25.13183,121.497595"
北投區,北投路,2段3號公園後右側,121.497503,25.1325,"https://www.google.com.tw/maps/dir//25.1325,121.497503"
北投區,北投路,2段3號公園前(左側),121.497987,25.13206,"https://www.google.com.tw/maps/dir//25.13206,121.497987"
北投區,北投路,2段3號公園前(右側),121.49841,25.1315,"https://www.google.com.tw/maps/dir//25.1315,121.49841"
北投區,大業路,292號對面公車站牌,121.497725,25.12762,"https://www.google.com.tw/maps/dir//25.12762,121.497725"
北投區,大業路,263號(人行道),121.498073,25.1268,"https://www.google.com.tw/maps/dir//25.1268,121.498073"
北投區,大業路,260號前,121.498369,25.12643,"https://www.google.com.tw/maps/dir//25.12643,121.498369"
北投區,大業路,20號前,121.4994,25.12333,"https://www.google.com.tw/maps/dir//25.12333,121.4994"
北投區,北投路,1段有有有熱炒店對面公車站牌右側,121.500641,25.1269,"https://www.google.com.tw/maps/dir//25.1269,121.500641"
北投區,中央北路,1段73號公車站牌旁,121.500849,25.13388,"https://www.google.com.tw/maps/dir//25.13388,121.500849"
北投區,北投路,1段59號旁公車站牌,121.500734,25.12593,"https://www.google.com.tw/maps/dir//25.12593,121.500734"
北投區,大業路,12號前,121.499517,25.1228,"https://www.google.com.tw/maps/dir//25.1228,121.499517"
北投區,東昇路,彌陀寺公車站牌旁,121.521417,25.14382,"https://www.google.com.tw/maps/dir//25.14382,121.521417"
北投區,行義路,與陽投公路交口旁,121.526621,25.14388,"https://www.google.com.tw/maps/dir//25.14388,121.526621"
北投區,行義路,椰林公車站牌旁,121.528164,25.13762,"https://www.google.com.tw/maps/dir//25.13762,121.528164"
北投區,泉源路,惇敘工商(泉源)公車站牌旁,121.527136,25.14434,"https://www.google.com.tw/maps/dir//25.14434,121.527136"
北投區,行義路,惇敘工商(行義)公車站牌旁,121.527283,25.14352,"https://www.google.com.tw/maps/dir//25.14352,121.527283"
北投區,泉源路,惇敘工商(行義)(往山下)公車站牌旁,121.527202,25.14326,"https://www.google.com.tw/maps/dir//25.14326,121.527202"
北投區,東昇路,風尾公車站牌旁,121.528826,25.15435,"https://www.google.com.tw/maps/dir//25.15435,121.528826"
北投區,幽雅路,杏林巷口旁,121.514185,25.13868,"https://www.google.com.tw/maps/dir//25.13868,121.514185"
北投區,新民路,73之6號前,121.512748,25.14104,"https://www.google.com.tw/maps/dir//25.14104,121.512748"
北投區,行義路,402巷口斜對面,121.527744,25.14032,"https://www.google.com.tw/maps/dir//25.14032,121.527744"
北投區,東昇路,34號對面,121.524427,25.1491,"https://www.google.com.tw/maps/dir//25.1491,121.524427"
北投區,泉源路,260號頂北投公車站牌旁,121.532301,25.1511,"https://www.google.com.tw/maps/dir//25.1511,121.532301"
北投區,湖山路,1段橫嶺古道公車站牌旁,121.541456,25.1517,"https://www.google.com.tw/maps/dir//25.1517,121.541456"
北投區,東昇路,197號圳內公車站牌旁,121.532076,25.15997,"https://www.google.com.tw/maps/dir//25.15997,121.532076"
北投區,紗帽路,143號旁,121.545919,25.15149,"https://www.google.com.tw/maps/dir//25.15149,121.545919"
北投區,紗帽路,141巷23號前,121.545045,25.15194,"https://www.google.com.tw/maps/dir//25.15194,121.545045"
北投區,東昇路,12巷口旁,121.523085,25.14594,"https://www.google.com.tw/maps/dir//25.14594,121.523085"
北投區,東昇路,108之2號前,121.530064,25.15623,"https://www.google.com.tw/maps/dir//25.15623,121.530064"
北投區,大度路,3段250號與3段270巷交叉路口旁,121.467033,25.12346,"https://www.google.com.tw/maps/dir//25.12346,121.467033"
北投區,大度路,3段250號旁,121.467431,25.12338,"https://www.google.com.tw/maps/dir//25.12338,121.467431"
北投區,大度路,3段168號旁,121.468244,25.12333,"https://www.google.com.tw/maps/dir//25.12333,121.468244"
北投區,大度路,3段168號前,121.468736,25.1233,"https://www.google.com.tw/maps/dir//25.1233,121.468736"
北投區,大度路,大度立德路口公車站牌旁(往北),121.47012,25.12307,"https://www.google.com.tw/maps/dir//25.12307,121.47012"
北投區,大度路,大度立德路口公車站牌旁靠近賓士公司前(往北),121.470616,25.12279,"https://www.google.com.tw/maps/dir//25.12279,121.470616"
北投區,大度路,大度立德路口公車站牌旁(往南),121.470915,25.1231,"https://www.google.com.tw/maps/dir//25.1231,121.470915"
北投區,大度路,大度立德路口公車站牌靠近關渡路口旁(往南),121.47005,25.122838,"https://www.google.com.tw/maps/dir//25.122838,121.47005"
北投區,立功街,立功路口,121.468902,25.12359,"https://www.google.com.tw/maps/dir//25.12359,121.468902"
北投區,立功街,立功立德公車站旁,121.471048,25.12549,"https://www.google.com.tw/maps/dir//25.12549,121.471048"
北投區,立功街,一德停車場前,121.470566,25.12572,"https://www.google.com.tw/maps/dir//25.12572,121.470566"
北投區,立德路,大愛電視台公車站旁,121.471458,25.12387,"https://www.google.com.tw/maps/dir//25.12387,121.471458"
北投區,立德路,慈濟志業中心公車站旁台電公司斜對面,121.471592,25.12389,"https://www.google.com.tw/maps/dir//25.12389,121.471592"
北投區,立德路,大愛電視台公車站旁靠近台電前,121.471365,25.12353,"https://www.google.com.tw/maps/dir//25.12353,121.471365"
北投區,立德路,慈濟志業中心公車站,121.47161,25.12383,"https://www.google.com.tw/maps/dir//25.12383,121.47161"
北投區,立德路,立德大度路口,121.471414,25.12302,"https://www.google.com.tw/maps/dir//25.12302,121.471414"
北投區,知行路,知行路口公車站旁,121.467196,25.12298,"https://www.google.com.tw/maps/dir//25.12298,121.467196"
北投區,關渡路,關渡路口公車站旁,121.469363,25.12262,"https://www.google.com.tw/maps/dir//25.12262,121.469363"
南港區,三重路,19之2號前公車站北側,121.613929,25.056552,"https://www.google.com.tw/maps/dir//25.056552,121.613929"
南港區,三重路,36號旁公車站北側,121.614093,25.056546,"https://www.google.com.tw/maps/dir//25.056546,121.614093"
南港區,三重路,39號前,121.614165,25.059647,"https://www.google.com.tw/maps/dir//25.059647,121.614165"
南港區,市民大道8段,(CITYLINK南港店C1.C2棟中間人行道)1,121.60442,25.052745,"https://www.google.com.tw/maps/dir//25.052745,121.60442"
南港區,市民大道8段,99號(北流公車站西側1),121.598246,25.052147,"https://www.google.com.tw/maps/dir//25.052147,121.598246"
南港區,市民大道8段,99號(北流公車站東側1),121.599195,25.052229,"https://www.google.com.tw/maps/dir//25.052229,121.599195"
南港區,市民大道8段,99號(北流西往東方向公車站1),121.596255,25.051511,"https://www.google.com.tw/maps/dir//25.051511,121.596255"
南港區,市民大道8段,99號(北流西往東方向公車站2),121.597574,25.051729,"https://www.google.com.tw/maps/dir//25.051729,121.597574"
南港區,市民大道8段,99號(北流西往東方向公車站3),121.598168,25.051826,"https://www.google.com.tw/maps/dir//25.051826,121.598168"
南港區,市民大道8段,99號(北流西往東方向公車站4),121.598759,25.051902,"https://www.google.com.tw/maps/dir//25.051902,121.598759"
南港區,市民大道8段,99號(北流西往東方向公車站5),121.600589,25.052147,"https://www.google.com.tw/maps/dir//25.052147,121.600589"
南港區,市民大道8段,99號(北流西往東方向公車站6),121.602585,25.052439,"https://www.google.com.tw/maps/dir//25.052439,121.602585"
南港區,市民大道8段,北流旁無名巷上1,121.599619,25.05326,"https://www.google.com.tw/maps/dir//25.05326,121.599619"
南港區,市民大道8段,北流旁無名巷上2,121.599595,25.052546,"https://www.google.com.tw/maps/dir//25.052546,121.599595"
南港區,永吉路,544號前公車站,121.581566,25.045261,"https://www.google.com.tw/maps/dir//25.045261,121.581566"
南港區,向陽路,139號旁公車站,121.593758,25.055993,"https://www.google.com.tw/maps/dir//25.055993,121.593758"
南港區,向陽路,150號(南港分局公車站),121.594449,25.055308,"https://www.google.com.tw/maps/dir//25.055308,121.594449"
南港區,向陽路,21號旁南港高中公車站北側,121.595002,25.052944,"https://www.google.com.tw/maps/dir//25.052944,121.595002"
南港區,向陽路,84號旁公車站(台電工程部前),121.595261,25.052936,"https://www.google.com.tw/maps/dir//25.052936,121.595261"
南港區,向陽路,市民大道交叉口(台電),121.595589,25.051796,"https://www.google.com.tw/maps/dir//25.051796,121.595589"
南港區,向陽路,市民大道交叉口(南港高中),121.595259,25.051733,"https://www.google.com.tw/maps/dir//25.051733,121.595259"
南港區,忠孝東路5段,815號公車站（合庫）,121.582369,25.045046,"https://www.google.com.tw/maps/dir//25.045046,121.582369"
南港區,忠孝東路5段,982號前公車站,121.582353,25.044604,"https://www.google.com.tw/maps/dir//25.044604,121.582353"
南港區,忠孝東路6段,209號旁公車站（國華新村站）,121.588031,25.049166,"https://www.google.com.tw/maps/dir//25.049166,121.588031"
南港區,忠孝東路6段,2號（捷運後山埤站3號出口）公車亭左邊,121.582989,25.045213,"https://www.google.com.tw/maps/dir//25.045213,121.582989"
南港區,忠孝東路6段,465號前公車站,121.594315,25.05065,"https://www.google.com.tw/maps/dir//25.05065,121.594315"
南港區,忠孝東路6段,77號公車站,121.584526,25.047715,"https://www.google.com.tw/maps/dir//25.047715,121.584526"
南港區,忠孝東路6段,捷運昆陽站公車亭旁,121.59328,25.050407,"https://www.google.com.tw/maps/dir//25.050407,121.59328"
南港區,忠孝東路7段,124巷17弄口旁,121.603658,25.051584,"https://www.google.com.tw/maps/dir//25.051584,121.603658"
南港區,忠孝東路7段,124巷17弄口旁公車站,121.602876,25.051535,"https://www.google.com.tw/maps/dir//25.051535,121.602876"
南港區,忠孝東路7段,124巷17弄口對面1,121.604576,25.051904,"https://www.google.com.tw/maps/dir//25.051904,121.604576"
南港區,忠孝東路7段,265巷口旁,121.603317,25.051834,"https://www.google.com.tw/maps/dir//25.051834,121.603317"
南港區,忠孝東路7段,369號前人行道,121.606927,25.052181,"https://www.google.com.tw/maps/dir//25.052181,121.606927"
南港區,忠孝東路7段,382號極限運動中心前,121.607121,25.052,"https://www.google.com.tw/maps/dir//25.052,121.607121"
南港區,忠孝東路7段,528號(公車站),121.611939,25.052555,"https://www.google.com.tw/maps/dir//25.052555,121.611939"
南港區,忠孝東路7段,西往東方向南港機廠天橋旁,121.59804,25.050953,"https://www.google.com.tw/maps/dir//25.050953,121.59804"
南港區,忠孝東路7段,東往西方向北流中心公車站,121.601179,25.051612,"https://www.google.com.tw/maps/dir//25.051612,121.601179"
南港區,忠孝東路7段,東往西方向北流中心避車彎1,121.599951,25.051452,"https://www.google.com.tw/maps/dir//25.051452,121.599951"
南港區,忠孝東路7段,東往西方向北流中心避車彎2,121.59812,25.051273,"https://www.google.com.tw/maps/dir//25.051273,121.59812"
南港區,忠孝東路7段,捷運南港站1號出口旁,121.60618,25.051915,"https://www.google.com.tw/maps/dir//25.051915,121.60618"
南港區,忠孝東路7段,捷運南港站2號出口前,121.60771,25.052153,"https://www.google.com.tw/maps/dir//25.052153,121.60771"
南港區,忠孝東路7段,捷運南港站2號出口旁公車亭,121.608474,25.052123,"https://www.google.com.tw/maps/dir//25.052123,121.608474"
南港區,南港路一段,77號對面公車站(南港展覽館站),121.615531,25.055331,"https://www.google.com.tw/maps/dir//25.055331,121.615531"
南港區,南港路一段,中南街口對面,121.615292,25.055355,"https://www.google.com.tw/maps/dir//25.055355,121.615292"
南港區,南港路一段,南興公園前西側,121.606802,25.054291,"https://www.google.com.tw/maps/dir//25.054291,121.606802"
南港區,南港路一段,南興公園前東側,121.607292,25.05443,"https://www.google.com.tw/maps/dir//25.05443,121.607292"
南港區,南港路二段,136號對面,121.601425,25.053329,"https://www.google.com.tw/maps/dir//25.053329,121.601425"
南港區,南港路二段,142號前公車站1,121.600727,25.053442,"https://www.google.com.tw/maps/dir//25.053442,121.600727"
南港區,南港路二段,142號前公車站2,121.600274,25.053466,"https://www.google.com.tw/maps/dir//25.053466,121.600274"
南港區,南港路二段,178巷對面巷內(世界明珠旁),121.599753,25.05323,"https://www.google.com.tw/maps/dir//25.05323,121.599753"
南港區,南港路二段,178巷對面巷內(市民大道口),121.599745,25.052516,"https://www.google.com.tw/maps/dir//25.052516,121.599745"
南港區,南港路二段,212巷口對面,121.598829,25.053609,"https://www.google.com.tw/maps/dir//25.053609,121.598829"
南港區,南港路二段,232號對面(北流出入口),121.598285,25.053722,"https://www.google.com.tw/maps/dir//25.053722,121.598285"
南港區,南港路二段,51號旁公車站(南港輪胎)右側,121.60107,25.053321,"https://www.google.com.tw/maps/dir//25.053321,121.60107"
南港區,南港路二段,51號旁公車站(南港輪胎)左側,121.600677,25.053285,"https://www.google.com.tw/maps/dir//25.053285,121.600677"
南港區,南港路二段,78號郵局旁,121.603603,25.053876,"https://www.google.com.tw/maps/dir//25.053876,121.603603"
南港區,南港路二段,玉成國小附幼大門旁,121.593181,25.054329,"https://www.google.com.tw/maps/dir//25.054329,121.593181"
南港區,南港路三段,104號前公車站,121.590054,25.053575,"https://www.google.com.tw/maps/dir//25.053575,121.590054"
南港區,南港路三段,139號,121.585211,25.052581,"https://www.google.com.tw/maps/dir//25.052581,121.585211"
